iata,ident,name,city,state,type,latitude,longitude,elevation_ft,scheduled_service,runway_count,longest_runway_ft,source
SCE,KUNV,State College Regional Airport,State College,PA,medium_airport,40.849374,-77.84852,1239.0,yes,1,6701,OurAirports airports and runways cache
SCK,KSCK,Stockton Metropolitan Airport,Stockton,CA,medium_airport,37.893279,-121.238079,33.0,yes,2,10245,OurAirports airports and runways cache
SCM,PACM,Scammon Bay Airport,Scammon Bay,AK,small_airport,61.84471,-165.575209,14.0,yes,2,10000,OurAirports airports and runways cache
SDF,KSDF,Louisville Muhammad Ali International Airport,Louisville,KY,large_airport,38.1706,-85.735076,501.0,yes,3,11887,OurAirports airports and runways cache
SDP,PASD,Sand Point Airport,Sand Point,AK,medium_airport,55.313908,-160.522099,21.0,yes,1,4000,OurAirports airports and runways cache
SDY,KSDY,Sidney - Richland Regional Airport,Sidney,MT,medium_airport,47.705141,-104.194422,1985.0,yes,2,5705,OurAirports airports and runways cache
SEA,KSEA,Seattle–Tacoma International Airport,Seattle,WA,large_airport,47.447943,-122.310276,433.0,yes,4,11901,OurAirports airports and runways cache
SFB,KSFB,Orlando Sanford International Airport,Orlando,FL,large_airport,28.774277,-81.234626,55.0,yes,4,11002,OurAirports airports and runways cache
SFO,KSFO,San Francisco International Airport,San Francisco,CA,large_airport,37.619806,-122.374821,13.0,yes,4,11870,OurAirports airports and runways cache
SGF,KSGF,Springfield Branson National Airport,Springfield,MO,medium_airport,37.245047,-93.388596,1268.0,yes,2,8000,OurAirports airports and runways cache
SGU,KSGU,St George Regional Airport,St George,UT,medium_airport,37.036389,-113.510306,2941.0,yes,1,9300,OurAirports airports and runways cache
SGY,PAGY,Skagway Airport,Skagway,AK,small_airport,59.460343,-135.316651,44.0,yes,1,3550,OurAirports airports and runways cache
SHD,KSHD,Shenandoah Valley Regional Airport,Weyers Cave,VA,medium_airport,38.263802,-78.8964,1201.0,yes,1,6002,OurAirports airports and runways cache
SHG,PAGH,Shungnak Airport,Shungnak,AK,small_airport,66.88809967041,-157.16200256348,197.0,yes,1,4000,OurAirports airports and runways cache
SHH,PASH,Shishmaref Airport,Shishmaref,AK,small_airport,66.249604,-166.089112,12.0,yes,1,4997,OurAirports airports and runways cache
SHR,KSHR,Sheridan County Airport,Sheridan,WY,medium_airport,44.76919937133789,-106.9800033569336,4021.0,yes,3,8301,OurAirports airports and runways cache
SHV,KSHV,Shreveport Regional Airport,Shreveport,LA,medium_airport,32.444747,-93.826741,258.0,yes,2,8348,OurAirports airports and runways cache
SIT,PASI,Sitka Rocky Gutierrez Airport,Sitka,AK,medium_airport,57.04710006713867,-135.36199951171875,21.0,yes,1,7200,OurAirports airports and runways cache
SJC,KSJC,Mineta San Jose International Airport,San Jose,CA,large_airport,37.362452,-121.929188,62.0,yes,3,11000,OurAirports airports and runways cache
SJT,KSJT,San Angelo Regional Mathis Field,San Angelo,TX,medium_airport,31.35770034790039,-100.49600219726562,1919.0,yes,3,8054,OurAirports airports and runways cache
SKK,PFSH,Shaktoolik Airport,Shaktoolik,AK,small_airport,64.371101,-161.223999,24.0,yes,1,4001,OurAirports airports and runways cache
SLC,KSLC,Salt Lake City International Airport,Salt Lake City,UT,large_airport,40.78886,-111.979866,4227.0,yes,4,12002,OurAirports airports and runways cache
SLE,KSLE,Salem-Willamette Valley Airport/McNary Field,Salem,OR,medium_airport,44.9095,-123.002998,214.0,yes,2,5811,OurAirports airports and runways cache
SLK,KSLK,Adirondack Regional Airport,Saranac Lake,NY,medium_airport,44.38691,-74.204629,1663.0,yes,2,6573,OurAirports airports and runways cache
SLN,KSLN,Salina Municipal Airport,Salina,KS,medium_airport,38.79100036621094,-97.6521987915039,1288.0,yes,4,12301,OurAirports airports and runways cache
SLQ,PASL,Sleetmute Airport,Sleetmute,AK,small_airport,61.7005,-157.166,190.0,yes,1,3100,OurAirports airports and runways cache
SMF,KSMF,Sacramento International Airport,Sacramento,CA,large_airport,38.6954,-121.591003,27.0,yes,2,8605,OurAirports airports and runways cache
SMK,PAMK,St Michael Airport,St Michael,AK,small_airport,63.49010086,-162.1100006,98.0,yes,1,4001,OurAirports airports and runways cache
SMN,KSMN,Lemhi County Airport,Salmon,ID,medium_airport,45.122233,-113.88196,4043.0,yes,1,5510,OurAirports airports and runways cache
SMX,KSMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,CA,medium_airport,34.898899,-120.457001,261.0,yes,2,8004,OurAirports airports and runways cache
SNA,KSNA,John Wayne Orange County International Airport,Santa Ana,CA,large_airport,33.675063,-117.869281,56.0,yes,2,5700,OurAirports airports and runways cache
SNP,PASN,St Paul Island Airport,St Paul Island,AK,medium_airport,57.166311,-170.222555,63.0,yes,1,6500,OurAirports airports and runways cache
SOV,PASO,Seldovia Airport,Seldovia,AK,small_airport,59.442981,-151.705227,29.0,yes,1,1845,OurAirports airports and runways cache
SOW,KSOW,Show Low Regional Airport,Show Low,AZ,medium_airport,34.264062,-110.007091,6415.0,yes,2,7202,OurAirports airports and runways cache
SPI,KSPI,Abraham Lincoln Capital Airport,Springfield,IL,medium_airport,39.844101,-89.677902,598.0,yes,3,8001,OurAirports airports and runways cache
SPS,KSPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,TX,medium_airport,33.9888,-98.491898,1019.0,yes,4,13100,OurAirports airports and runways cache
SQL,KSQL,San Carlos Airport,San Carlos,CA,medium_airport,37.51313,-122.250838,5.0,yes,1,2621,OurAirports airports and runways cache
SRQ,KSRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,FL,large_airport,27.394631,-82.554359,30.0,yes,2,9500,OurAirports airports and runways cache
SRV,SRV,Stony River 2 Airport,Stony River,AK,small_airport,61.7897,-156.589005,230.0,yes,1,2601,OurAirports airports and runways cache
SSW,7WA5,Stuart Island Airpark,Friday Harbor,WA,small_airport,48.673379,-123.175439,10.0,yes,1,2000,OurAirports airports and runways cache
STC,KSTC,Saint Cloud Regional Airport,Saint Cloud,MN,medium_airport,45.5466,-94.059898,1031.0,yes,2,7500,OurAirports airports and runways cache
STG,PAPB,St George Airport,St George,AK,medium_airport,56.577345,-169.663823,125.0,yes,1,4982,OurAirports airports and runways cache
STL,KSTL,St. Louis Lambert International Airport,St Louis,MO,large_airport,38.748697,-90.370003,618.0,yes,4,11020,OurAirports airports and runways cache
STS,KSTS,Charles M. Schulz Sonoma County Airport,Santa Rosa,CA,medium_airport,38.50899887,-122.8130035,128.0,yes,2,6000,OurAirports airports and runways cache
SUN,KSUN,Friedman Memorial Airport,Hailey,ID,medium_airport,43.50439835,-114.2959976,5318.0,yes,1,7550,OurAirports airports and runways cache
SUX,KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,IA,medium_airport,42.397605,-96.382237,1098.0,yes,2,9002,OurAirports airports and runways cache
SVA,PASA,Savoonga Airport,Savoonga,AK,medium_airport,63.686401,-170.492996,53.0,yes,1,4400,OurAirports airports and runways cache
SVC,KSVC,Grant County Airport,Silver City,NM,medium_airport,32.636701,-108.154736,5446.0,yes,4,6803,OurAirports airports and runways cache
SVS,SVS,Stevens Village Airport,Stevens Village,AK,small_airport,66.016727,-149.056835,328.0,yes,1,4000,OurAirports airports and runways cache
SWF,KSWF,New York Stewart International Airport,Newburgh,NY,medium_airport,41.50421,-74.108901,491.0,yes,2,11817,OurAirports airports and runways cache
SWO,KSWO,Stillwater Regional Airport,Stillwater,OK,medium_airport,36.162132,-97.085581,1000.0,yes,3,7401,OurAirports airports and runways cache
SXP,SXP,Nunam Iqua Airport,Nunam Iqua,AK,small_airport,62.520599,-164.848006,12.0,yes,3,15000,OurAirports airports and runways cache
SYB,SYB,Seal Bay Seaplane Base,Seal Bay,AK,seaplane_base,58.373291,-152.201797,,yes,0,0,OurAirports airports and runways cache
SYR,KSYR,Syracuse Hancock International Airport,Syracuse,NY,large_airport,43.11119842529297,-76.1063003540039,421.0,yes,3,9013,OurAirports airports and runways cache
TAL,PATA,Ralph M Calhoun Memorial Airport,Tanana,AK,small_airport,65.1744,-152.108994,236.0,yes,1,4400,OurAirports airports and runways cache
TBN,KTBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,MO,medium_airport,37.7416,-92.140701,1159.0,yes,1,6037,OurAirports airports and runways cache
TCT,TCT,Takotna Airport,Takotna,AK,small_airport,62.993206,-156.029026,825.0,yes,1,3300,OurAirports airports and runways cache
TEB,KTEB,Teterboro Airport,Teterboro,NJ,medium_airport,40.850101,-74.060799,9.0,yes,2,6997,OurAirports airports and runways cache
TEK,7KA,Tatitlek Airport,Tatitlek,AK,small_airport,60.871449,-146.690297,62.0,yes,2,8000,OurAirports airports and runways cache
TEX,KTEX,Telluride Regional Airport,Telluride,CO,medium_airport,37.9538,-107.907997,9070.0,yes,1,7111,OurAirports airports and runways cache
TIW,KTIW,Tacoma Narrows Airport,Tacoma,WA,medium_airport,47.267407,-122.577295,294.0,yes,1,5002,OurAirports airports and runways cache
TKE,TKE,Tenakee Seaplane Base,Tenakee Springs,AK,seaplane_base,57.779701,-135.218002,,yes,1,10000,OurAirports airports and runways cache
TKF,KTRK,Truckee Tahoe Airport,Truckee,CA,medium_airport,39.318628,-120.140562,5900.0,yes,2,7001,OurAirports airports and runways cache
TKJ,PFTO,Tok Junction Airport,Tok,AK,small_airport,63.32949829,-142.9539948,1639.0,yes,1,2509,OurAirports airports and runways cache
TLA,PATE,Teller Airport,Teller,AK,small_airport,65.240402,-166.339005,294.0,yes,1,2983,OurAirports airports and runways cache
TLH,KTLH,Tallahassee International Airport,Tallahassee,FL,medium_airport,30.401209,-84.35433,81.0,yes,2,8000,OurAirports airports and runways cache
TLT,TLT,Tuluksak Airport,Tuluksak,AK,small_airport,61.086973,-160.922842,30.0,yes,2,3300,OurAirports airports and runways cache
TNC,PATC,Tin City Long Range Radar Station Airport,Tin City,AK,small_airport,65.563103,-167.921997,271.0,yes,1,4702,OurAirports airports and runways cache
TNK,4KA,Tununak Airport,Tununak,AK,small_airport,60.569638,-165.246649,14.0,yes,1,1778,OurAirports airports and runways cache
TOG,PATG,Togiak Airport,Togiak Village,AK,small_airport,59.052799,-160.397003,21.0,yes,2,4400,OurAirports airports and runways cache
TOL,KTOL,Eugene F. Kranz Toledo Express Airport,Toledo,OH,medium_airport,41.5868,-83.8078,683.0,yes,2,10600,OurAirports airports and runways cache
TPA,KTPA,Tampa International Airport,Tampa,FL,large_airport,27.9755,-82.533203,26.0,yes,3,11002,OurAirports airports and runways cache
TRI,KTRI,Tri-Cities Regional TN/VA Airport,Blountville,TN,medium_airport,36.475201,-82.407401,1519.0,yes,2,8000,OurAirports airports and runways cache
TSM,KSKX,Taos Regional Airport,Taos,NM,medium_airport,36.452494,-105.67749,7095.0,yes,1,5504,OurAirports airports and runways cache
TSS,6N5,East 34th Street Heliport,New York,NY,heliport,40.742372,-73.972074,10.0,yes,4,44,OurAirports airports and runways cache
TTN,KTTN,Trenton Mercer Airport,Ewing Township,NJ,medium_airport,40.276699,-74.813499,213.0,yes,2,6006,OurAirports airports and runways cache
TUL,KTUL,Tulsa International Airport,Tulsa,OK,large_airport,36.197084,-95.886225,677.0,yes,3,10000,OurAirports airports and runways cache
TUP,KTUP,Tupelo Regional Airport,Tupelo,MS,medium_airport,34.26810073852539,-88.7698974609375,346.0,yes,1,7150,OurAirports airports and runways cache
TUS,KTUS,Tucson International Airport,Tucson,AZ,large_airport,32.115004,-110.938053,2643.0,yes,3,10996,OurAirports airports and runways cache
TVC,KTVC,Cherry Capital Airport,Traverse City,MI,medium_airport,44.741402,-85.582199,624.0,yes,3,7016,OurAirports airports and runways cache
TVF,KTVF,Thief River Falls Regional Airport,Thief River Falls,MN,medium_airport,48.065701,-96.184998,1119.0,yes,2,6504,OurAirports airports and runways cache
TWA,A63,Twin Hills Airport,Twin Hills,AK,small_airport,59.074713,-160.274992,82.0,yes,1,3000,OurAirports airports and runways cache
TWF,KTWF,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,medium_airport,42.4818,-114.487999,4154.0,yes,2,8704,OurAirports airports and runways cache
TXK,KTXK,Texarkana Regional Airport (Webb Field),Texarkana,AR,medium_airport,33.453701,-93.990997,390.0,yes,2,6602,OurAirports airports and runways cache
TYR,KTYR,Tyler Pounds Regional Airport,Tyler,TX,medium_airport,32.35409927368164,-95.40239715576172,544.0,yes,3,8334,OurAirports airports and runways cache
TYS,KTYS,McGhee Tyson Airport,Knoxville/Maryville,TN,large_airport,35.811001,-83.994003,981.0,yes,2,10000,OurAirports airports and runways cache
UGI,WSJ,San Juan /Uganik/ Seaplane Base,San Juan,AK,seaplane_base,57.7304,-153.320999,0.0,yes,1,10000,OurAirports airports and runways cache
UIN,KUIN,Quincy Regional Airport Baldwin Field,Quincy,IL,medium_airport,39.942699,-91.194603,768.0,yes,3,7098,OurAirports airports and runways cache
UNK,PAUN,Unalakleet Airport,Unalakleet,AK,medium_airport,63.888401,-160.798996,27.0,yes,2,5900,OurAirports airports and runways cache
USA,KJQF,Concord-Padgett Regional Airport,Concord,NC,medium_airport,35.387798,-80.709099,705.0,yes,1,7402,OurAirports airports and runways cache
UST,KSGJ,Northeast Florida Regional Airport,St Augustine,FL,medium_airport,29.9592,-81.339798,10.0,yes,7,12000,OurAirports airports and runways cache
UTO,PAIM,Indian Mountain LRRS Airport,Utopia Creek,AK,medium_airport,65.992798,-153.703995,1273.0,yes,1,4100,OurAirports airports and runways cache
VAK,PAVA,Chevak Airport,Chevak,AK,small_airport,61.5409,-165.6005,75.0,yes,2,3220,OurAirports airports and runways cache
VCT,KVCT,Victoria Regional Airport,Victoria,TX,medium_airport,28.85260009765625,-96.9185028076172,115.0,yes,4,9111,OurAirports airports and runways cache
VDZ,PAVD,Valdez Pioneer Field,Valdez,AK,medium_airport,61.132712,-146.246567,121.0,yes,1,6500,OurAirports airports and runways cache
VEE,PAVE,Venetie Airport,Venetie,AK,small_airport,67.008698,-146.365997,574.0,yes,1,4000,OurAirports airports and runways cache
VEL,KVEL,Vernal Regional Airport,Vernal,UT,medium_airport,40.436214,-109.511661,5278.0,yes,2,7000,OurAirports airports and runways cache
VLD,KVLD,Valdosta Regional Airport,Valdosta,GA,medium_airport,30.78249931335449,-83.27670288085938,203.0,yes,3,8003,OurAirports airports and runways cache
VPS,KVPS,Destin-Fort Walton Beach Airport,Valparaiso,FL,medium_airport,30.481315,-86.515839,87.0,yes,2,12004,OurAirports airports and runways cache
VRB,KVRB,Vero Beach Regional Airport,Vero Beach,FL,medium_airport,27.6556,-80.417901,24.0,yes,3,7314,OurAirports airports and runways cache
WAA,PAIW,Wales Airport,Wales,AK,small_airport,65.622593,-168.095,22.0,yes,1,3990,OurAirports airports and runways cache
WBB,WBB,Stebbins Airport,Stebbins,AK,small_airport,63.515999,-162.278,14.0,yes,1,2999,OurAirports airports and runways cache
WBQ,PAWB,Beaver Airport,Beaver,AK,small_airport,66.362198,-147.406998,359.0,yes,1,3934,OurAirports airports and runways cache
WDN,90WA,Waldron Airstrip,Eastsound,WA,small_airport,48.71141,-123.018208,140.0,yes,1,2700,OurAirports airports and runways cache
WFB,5KE,Ketchikan Harbor Seaplane Base,Ketchikan,AK,seaplane_base,55.349899,-131.677002,,yes,1,3893,OurAirports airports and runways cache
WHD,4Z7,Hyder Seaplane Base,Hyder,AK,seaplane_base,55.903324,-130.009975,,yes,1,10000,OurAirports airports and runways cache
WKK,5A8,Aleknagik / New Airport,Aleknagik,AK,medium_airport,59.2826004028,-158.617996216,66.0,yes,1,2030,OurAirports airports and runways cache
WLK,PASK,Selawik Airport,Selawik,AK,small_airport,66.600098,-159.985992,17.0,yes,2,3002,OurAirports airports and runways cache
WMO,PAWM,White Mountain Airport,White Mountain,AK,small_airport,64.689201,-163.412994,267.0,yes,1,3000,OurAirports airports and runways cache
WNA,PANA,Napakiak Airport,Napakiak,AK,small_airport,60.6903,-161.979004,17.0,yes,1,3248,OurAirports airports and runways cache
WRG,PAWG,Wrangell Airport,Wrangell,AK,medium_airport,56.48429871,-132.3699951,49.0,yes,1,6000,OurAirports airports and runways cache
WSN,PFWS,South Naknek Number 2 Airport,South Naknek,AK,small_airport,58.702362,-157.005444,162.0,yes,2,3314,OurAirports airports and runways cache
WST,KWST,Westerly State Airport,Westerly,RI,medium_airport,41.349602,-71.803398,81.0,yes,2,4010,OurAirports airports and runways cache
WSX,WA83,Westsound/WSX Seaplane Base,West Sound,WA,seaplane_base,48.617901,-122.956903,,yes,2,5000,OurAirports airports and runways cache
WTK,PAWN,Noatak Airport,Noatak,AK,small_airport,67.561241,-162.980461,88.0,yes,1,3992,OurAirports airports and runways cache
WTL,A61,Tuntutuliak Airport,Tuntutuliak,AK,small_airport,60.351243,-162.654476,16.0,yes,1,3005,OurAirports airports and runways cache
WWP,96Z,Whale Pass Seaplane Float Harbor Facility,Whale Pass,AK,seaplane_base,56.116299,-133.121994,,yes,1,10000,OurAirports airports and runways cache
WWT,PAEW,Mertarvik Airport,Mertarvik,AK,small_airport,60.81037,-164.499511,346.0,yes,1,3300,OurAirports airports and runways cache
WYS,KWYS,Yellowstone Airport,West Yellowstone,MT,medium_airport,44.6884,-111.117996,6649.0,yes,1,8400,OurAirports airports and runways cache
XNA,KXNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,AR,medium_airport,36.281898,-94.306801,1287.0,yes,2,8801,OurAirports airports and runways cache
XWA,KXWA,Williston Basin International Airport,Williston,ND,medium_airport,48.260863,-103.75116,2344.0,yes,1,7503,OurAirports airports and runways cache
YAK,PAYA,Yakutat Airport,Yakutat,AK,medium_airport,59.508717,-139.660435,33.0,yes,2,7732,OurAirports airports and runways cache
YKM,KYKM,Yakima Air Terminal McAllister Field,Yakima,WA,medium_airport,46.56819916,-120.5439987,1099.0,yes,2,7604,OurAirports airports and runways cache
YUM,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,AZ,medium_airport,32.650938,-114.609375,213.0,yes,4,13300,OurAirports airports and runways cache
